e0:ca:94:85:79:67,fc:52:8d:5e:8c:c1,8:eb:74:bc:b:b4,8:eb:74:bc:c:20,fc:4a:e9:9:ee:e3,fc:52:8d:5e:8c:94,fc:52:8d:5e:8c:79,fc:52:8d:5e:88:2,8:eb:74:bc:b:d8,8:eb:74:bc:c:a4,fc:52:8d:5e:8c:28,8:eb:74:bc:c:8c,fc:52:8d:5e:8f:fd,5c:e3:e:70:e1:79,e0:ca:94:86:79:a4,fc:52:8d:5e:95:4c,fc:52:8d:5e:90:2a,fc:52:8d:5e:8c:af,fc:52:8d:5e:88:65,8:eb:74:bc:b:c0,0:50:f1:12:d8:94,fc:4a:e9:9:ee:b3,f0:f2:49:d0:de:50,fc:4a:e9:9:ee:fb,fc:4a:e9:9:ee:b6,dc:ef:9:ff:5d:90,fc:4a:e9:9:ee:bf,dc:ef:9:ff:5d:b0,dc:ef:9:ff:5d:70,dc:ef:9:ff:5e:20,8:eb:74:bc:c:8,8:eb:74:bc:c:14,fc:4a:e9:9:ee:ad,8:eb:74:bc:c:98,8:eb:74:bc:c:b0,0:50:f1:12:d8:80,0:8:b9:18:54:d2,0:8:b9:18:54:ea
8,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
4805536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
