e0:ca:94:85:79:67,1,0,0,0,0,0,0,0,0,0
fc:52:8d:5e:8c:c1,8,198425,3086,195339,8732,1,8731,15038,2,15036
8:eb:74:bc:b:b4,8,208250,3704,204546,5885,6,5879,9474,2,9472
8:eb:74:bc:c:20,8,214044,4416,209628,5069,2,5067,5625,1,5624
fc:4a:e9:9:ee:e3,8,209864,865,208999,5902,0,5902,5376,1,5375
fc:52:8d:5e:8c:94,8,194025,1797,192228,6916,8,6908,19007,24,18983
fc:52:8d:5e:8c:79,1,0,0,0,0,0,0,0,0,0
fc:52:8d:5e:88:2,8,188662,2734,185928,8562,22,8540,24867,2,24865
8:eb:74:bc:b:d8,8,210320,3974,206346,5594,2,5592,8313,1,8312
8:eb:74:bc:c:a4,8,209007,3694,205313,6017,4,6013,8544,0,8544
fc:52:8d:5e:8c:28,8,212260,2811,209449,5372,1,5371,5446,0,5446
8:eb:74:bc:c:8c,8,208302,3349,204953,7129,5,7124,8042,0,8042
fc:52:8d:5e:8f:fd,8,191892,2483,189409,7291,11,7280,21127,19,21108
5c:e3:e:70:e1:79,1,0,0,0,0,0,0,0,0,0
e0:ca:94:86:79:a4,1,0,0,0,0,0,0,0,0,0
fc:52:8d:5e:95:4c,8,206559,586,205973,6732,4,6728,7297,0,7297
fc:52:8d:5e:90:2a,8,425028,221799,203229,7702,39,7663,8706,11,8695
fc:52:8d:5e:8c:af,8,209694,2395,207299,6177,1,6176,6569,1,6568
fc:52:8d:5e:88:65,8,196894,1872,195022,7511,141,7370,15501,10,15491
8:eb:74:bc:b:c0,8,197233,3910,193323,7497,7,7490,17218,11,17207
0:50:f1:12:d8:94,1,0,0,0,0,0,0,0,0,0
fc:4a:e9:9:ee:b3,8,194583,718,193865,8253,2,8251,16830,4,16826
f0:f2:49:d0:de:50,1,0,0,0,0,0,0,0,0,0
fc:4a:e9:9:ee:fb,8,209715,1016,208699,6208,0,6208,5301,0,5301
fc:4a:e9:9:ee:b6,8,206121,610,205511,6963,0,6963,7483,0,7483
dc:ef:9:ff:5d:90,8,195845,1437,194408,8911,3,8908,13399,0,13399
fc:4a:e9:9:ee:bf,8,208911,515,208396,6396,0,6396,5405,0,5405
dc:ef:9:ff:5d:b0,8,209420,1154,208266,6171,0,6171,5638,0,5638
dc:ef:9:ff:5d:70,8,212742,3442,209300,5293,3,5290,5695,1,5694
dc:ef:9:ff:5e:20,8,203301,1434,201867,7742,0,7742,9579,0,9579
8:eb:74:bc:c:8,8,196051,1191,194860,7688,1,7687,15695,0,15695
8:eb:74:bc:c:14,8,195299,1491,193808,8548,1,8547,17447,2,17445
fc:4a:e9:9:ee:ad,8,199524,1006,198518,6389,1,6388,7471,0,7471
8:eb:74:bc:c:98,8,209891,1495,208396,6316,0,6316,5402,0,5402
8:eb:74:bc:c:b0,8,205631,1489,204142,6654,0,6654,8795,2,8793
0:50:f1:12:d8:80,1,0,0,0,0,0,0,0,0,0
0:8:b9:18:54:d2,1,0,0,0,0,0,0,0,0,0
0:8:b9:18:54:ea,1,0,0,0,0,0,0,0,0,0
e0:ca:94:85:82:67,8,197742,1489,196253,6051,1,6050,16962,0,16962
e0:ca:94:85:82:70,8,195321,3143,192178,6881,28,6853,20797,23,20774
e0:ca:94:85:82:82,8,210796,3519,207277,5904,3,5901,7085,2,7083
