e0:ca:94:85:79:67,1,0,0,0
fc:52:8d:5e:8c:c1,8,428257,11680,0
8:eb:74:bc:b:b4,8,455104,8487,0
8:eb:74:bc:c:20,8,448535,11233,0
fc:4a:e9:9:ee:e3,8,443919,8096,0
fc:52:8d:5e:8c:94,8,425080,9749,0
fc:52:8d:5e:8c:79,8,427957,24928,103
fc:52:8d:5e:88:2,8,425032,9394,1
8:eb:74:bc:b:d8,8,453003,7882,0
8:eb:74:bc:c:a4,8,448969,13284,0
fc:52:8d:5e:8c:28,8,422261,12055,0
8:eb:74:bc:c:8c,8,452838,8256,0
fc:52:8d:5e:8f:fd,8,423991,9690,2
5c:e3:e:70:e1:79,1,0,0,0
e0:ca:94:86:79:a4,8,448026,9543,0
fc:52:8d:5e:95:4c,8,423436,11312,1
fc:52:8d:5e:90:2a,8,426030,9899,0
fc:52:8d:5e:8c:af,8,421494,10600,0
fc:52:8d:5e:88:65,8,425983,9506,0
8:eb:74:bc:b:c0,8,453771,8500,0
0:50:f1:12:d8:94,8,394254,15744,39
fc:4a:e9:9:ee:b3,8,428965,22929,0
f0:f2:49:d0:de:50,8,395383,12450,69
fc:4a:e9:9:ee:fb,8,445116,8349,0
fc:4a:e9:9:ee:b6,8,444752,9161,0
dc:ef:9:ff:5d:90,8,416108,16286,0
fc:4a:e9:9:ee:bf,8,443666,9972,0
dc:ef:9:ff:5d:b0,8,413671,20279,2
dc:ef:9:ff:5d:70,1,0,0,0
dc:ef:9:ff:5e:20,8,417786,14246,2
8:eb:74:bc:c:8,8,407529,49859,1
8:eb:74:bc:c:14,8,455852,7918,0
fc:4a:e9:9:ee:ad,8,446223,8698,0
8:eb:74:bc:c:98,8,454245,8139,0
8:eb:74:bc:c:b0,8,447546,9900,0
0:50:f1:12:d8:80,1,0,0,0
0:8:b9:18:54:d2,1,0,0,0
0:8:b9:18:54:ea,1,0,0,0
