e0:ca:94:85:79:67,1,0,0,0,0,0,0,0,0,0
fc:52:8d:5e:8c:c1,8,74473,76,74397,1947,9,1938,2,0,2
8:eb:74:bc:b:b4,8,141823,73625,68198,1799,951,848,0,0,0
8:eb:74:bc:c:20,8,137915,70156,67759,2273,1195,1078,1,0,1
fc:4a:e9:9:ee:e3,8,138351,70294,68057,1770,927,843,0,0,0
fc:52:8d:5e:8c:94,8,155287,79684,75603,2892,1551,1341,0,0,0
fc:52:8d:5e:8c:79,8,66213,0,66213,2110,0,2110,23,0,23
fc:52:8d:5e:88:2,8,154505,79409,75096,2900,1484,1416,1,1,0
8:eb:74:bc:b:d8,8,141319,73322,67997,1862,1023,839,1,0,1
8:eb:74:bc:c:a4,8,140298,72447,67851,2779,1550,1229,1,0,1
fc:52:8d:5e:8c:28,8,151325,77620,73705,4423,2242,2181,3,2,1
8:eb:74:bc:c:8c,8,141396,73178,68218,1824,1000,824,1,1,0
fc:52:8d:5e:8f:fd,8,152689,78441,74248,2975,1514,1461,1,1,0
5c:e3:e:70:e1:79,1,0,0,0,0,0,0,0,0,0
e0:ca:94:86:79:a4,8,139936,72281,67655,2167,1140,1027,0,0,0
fc:52:8d:5e:95:4c,8,153365,78393,74972,3553,1871,1682,0,0,0
fc:52:8d:5e:90:2a,8,153834,79014,74820,3312,1777,1535,0,0,0
fc:52:8d:5e:8c:af,8,152561,78250,74311,3115,1676,1439,1,1,0
fc:52:8d:5e:88:65,8,154060,79166,74894,2775,1500,1275,9,9,0
8:eb:74:bc:b:c0,8,141516,73487,68029,1747,938,809,0,0,0
0:50:f1:12:d8:94,1,0,0,0,0,0,0,0,0,0
fc:4a:e9:9:ee:b3,8,136672,69405,67267,3157,1812,1345,1,1,0
f0:f2:49:d0:de:50,1,0,0,0,0,0,0,0,0,0
fc:4a:e9:9:ee:fb,8,138451,70513,67938,1864,953,911,1,0,1
fc:4a:e9:9:ee:b6,8,137730,70003,67727,1893,1034,859,0,0,0
dc:ef:9:ff:5d:90,8,151266,76930,74336,3852,2095,1757,1,0,1
fc:4a:e9:9:ee:bf,8,137965,69983,67982,2360,1272,1088,0,0,0
dc:ef:9:ff:5d:b0,8,151468,76888,74580,4237,2279,1958,1,0,1
dc:ef:9:ff:5d:70,8,154663,79386,75277,2796,1489,1307,1,0,1
dc:ef:9:ff:5e:20,8,153675,78363,75312,3618,1895,1723,1,1,0
8:eb:74:bc:c:8,8,137564,70183,67381,3537,2269,1268,1,0,1
8:eb:74:bc:c:14,8,139128,71578,67550,1887,1011,876,1,0,1
fc:4a:e9:9:ee:ad,8,139180,71134,68046,1803,958,845,2,0,2
8:eb:74:bc:c:98,8,139454,71513,67941,1827,1019,808,0,0,0
8:eb:74:bc:c:b0,8,138399,70619,67780,1777,903,874,0,0,0
0:50:f1:12:d8:80,1,0,0,0,0,0,0,0,0,0
0:8:b9:18:54:d2,1,0,0,0,0,0,0,0,0,0
0:8:b9:18:54:ea,1,0,0,0,0,0,0,0,0,0
e0:ca:94:85:82:67,8,138588,70551,68037,1853,953,900,0,0,0
