e0:ca:94:85:79:67,1,0,0,0
fc:52:8d:5e:8c:c1,8,32896,2037,3
8:eb:74:bc:b:b4,8,40539,944,0
8:eb:74:bc:c:20,8,39911,2163,2
fc:4a:e9:9:ee:e3,8,2585,184,0
fc:52:8d:5e:8c:94,8,33849,959,0
fc:52:8d:5e:8c:79,8,36547,5964,32
fc:52:8d:5e:88:2,8,33830,852,0
8:eb:74:bc:b:d8,8,41091,1062,0
8:eb:74:bc:c:a4,8,39144,2786,0
fc:52:8d:5e:8c:28,8,33807,928,0
8:eb:74:bc:c:8c,8,41030,1219,0
fc:52:8d:5e:8f:fd,8,33909,950,0
5c:e3:e:70:e1:79,1,0,0,0
e0:ca:94:86:79:a4,8,40840,1731,0
fc:52:8d:5e:95:4c,8,33641,1484,0
fc:52:8d:5e:90:2a,8,33907,897,1
fc:52:8d:5e:8c:af,8,33846,1007,0
fc:52:8d:5e:88:65,8,33486,928,2
8:eb:74:bc:b:c0,8,41081,992,0
0:50:f1:12:d8:94,8,34315,1262,17
fc:4a:e9:9:ee:b3,8,35250,5495,8
f0:f2:49:d0:de:50,8,3572,741,4
fc:4a:e9:9:ee:fb,8,39740,1135,0
fc:4a:e9:9:ee:b6,8,2376,254,2
dc:ef:9:ff:5d:90,8,2358,1994,0
fc:4a:e9:9:ee:bf,8,39046,1832,17
dc:ef:9:ff:5d:b0,8,28587,5417,9
dc:ef:9:ff:5d:70,1,0,0,0
dc:ef:9:ff:5e:20,8,29829,3305,0
8:eb:74:bc:c:8,8,2332,2653,1
8:eb:74:bc:c:14,8,4788,259,0
fc:4a:e9:9:ee:ad,8,3548,404,0
8:eb:74:bc:c:98,8,4651,383,3
8:eb:74:bc:c:b0,8,4161,733,0
0:50:f1:12:d8:80,1,0,0,0
0:8:b9:18:54:d2,1,0,0,0
0:8:b9:18:54:ea,1,0,0,0
