e0:ca:94:85:79:67,1,0,0,0
fc:52:8d:5e:8c:c1,8,250966,4636,0
8:eb:74:bc:b:b4,8,278373,3057,0
8:eb:74:bc:c:20,8,273127,3975,0
fc:4a:e9:9:ee:e3,8,271268,2595,0
fc:52:8d:5e:8c:94,8,248332,3410,0
fc:52:8d:5e:8c:79,8,268723,7188,90
fc:52:8d:5e:88:2,8,246833,3560,1
8:eb:74:bc:b:d8,8,275520,2589,0
8:eb:74:bc:c:a4,8,274878,4246,0
fc:52:8d:5e:8c:28,8,245753,4689,0
8:eb:74:bc:c:8c,8,275475,2686,0
fc:52:8d:5e:8f:fd,8,247076,3644,0
5c:e3:e:70:e1:79,1,0,0,0
e0:ca:94:86:79:a4,8,276202,3007,0
fc:52:8d:5e:95:4c,8,246101,4490,1
fc:52:8d:5e:90:2a,8,246764,3978,0
fc:52:8d:5e:8c:af,8,245313,4062,0
fc:52:8d:5e:88:65,8,248069,3460,0
8:eb:74:bc:b:c0,8,276576,2896,0
0:50:f1:12:d8:94,8,260387,5518,23
fc:4a:e9:9:ee:b3,8,269412,4835,0
f0:f2:49:d0:de:50,8,257915,5054,33
fc:4a:e9:9:ee:fb,8,272038,2931,0
fc:4a:e9:9:ee:b6,8,272693,2892,0
dc:ef:9:ff:5d:90,8,244527,4460,0
fc:4a:e9:9:ee:bf,8,271866,3359,0
dc:ef:9:ff:5d:b0,8,245903,4811,0
dc:ef:9:ff:5d:70,1,0,0,0
dc:ef:9:ff:5e:20,8,243700,4240,0
8:eb:74:bc:c:8,8,270121,5057,1
8:eb:74:bc:c:14,8,275380,2672,0
fc:4a:e9:9:ee:ad,8,271397,2820,0
8:eb:74:bc:c:98,8,274247,2780,0
8:eb:74:bc:c:b0,8,272129,2863,0
0:50:f1:12:d8:80,1,0,0,0
0:8:b9:18:54:d2,1,0,0,0
0:8:b9:18:54:ea,1,0,0,0
