e0:ca:94:85:79:67,1,0,0,0
fc:52:8d:5e:8c:c1,8,6471,300,0
8:eb:74:bc:b:b4,8,7035,234,0
8:eb:74:bc:c:20,8,3130,150,0
fc:4a:e9:9:ee:e3,8,767,28,0
fc:52:8d:5e:8c:94,8,2754,119,0
fc:52:8d:5e:8c:79,8,2894,531,0
fc:52:8d:5e:88:2,8,1880,73,0
8:eb:74:bc:b:d8,8,3124,104,0
8:eb:74:bc:c:a4,8,3927,258,0
fc:52:8d:5e:8c:28,8,1725,79,0
8:eb:74:bc:c:8c,8,2898,94,0
fc:52:8d:5e:8f:fd,8,2091,77,0
5c:e3:e:70:e1:79,1,0,0,0
e0:ca:94:86:79:a4,8,3717,146,0
fc:52:8d:5e:95:4c,8,1646,83,0
fc:52:8d:5e:90:2a,8,2317,88,0
fc:52:8d:5e:8c:af,8,2154,101,0
fc:52:8d:5e:88:65,8,2431,104,0
8:eb:74:bc:b:c0,8,4038,144,0
0:50:f1:12:d8:94,8,2033,146,0
fc:4a:e9:9:ee:b3,8,704,159,0
f0:f2:49:d0:de:50,8,763,69,1
fc:4a:e9:9:ee:fb,8,601,27,0
fc:4a:e9:9:ee:b6,8,982,42,0
dc:ef:9:ff:5d:90,8,77,11,0
fc:4a:e9:9:ee:bf,8,1110,56,0
dc:ef:9:ff:5d:b0,8,348,57,0
dc:ef:9:ff:5d:70,1,0,0,0
dc:ef:9:ff:5e:20,8,218,29,0
8:eb:74:bc:c:8,8,1369,83,0
8:eb:74:bc:c:14,8,1399,52,0
fc:4a:e9:9:ee:ad,8,455,29,0
8:eb:74:bc:c:98,8,1427,55,0
8:eb:74:bc:c:b0,8,1408,69,0
0:50:f1:12:d8:80,1,0,0,0
0:8:b9:18:54:d2,1,0,0,0
0:8:b9:18:54:ea,1,0,0,0
